17,1.4
16,1.4
17,1.3
17,1.1
16,1.4
17,1.1
16,1.4
17,1.4
17,1.1
16,1.4
17,1
17,1.5
17,1.3
17,1
17,1
17,0.9
17,1.1
17,1.3
17,1
16,1.3
17,1.3
17,1
17,1.3
17,1
17,1.4
17,1.3
17,1
17,1
17,1.2
17,1
17,1.2
17,1.2
17,1
17,1.1
16,1.3
17,1.3
17,1.2
17,1.3
16,1.3
17,1
17,1
17,0.9
17,1.1
16,1.6
17,1.3
17,1.1
16,1.5
17,1
17,1
16,1.3
17,1.1
16,1.3
17,1
17,1.3
17,1.3
17,1
17,1
17,1
17,1
17,1
17,1
17,1.4
17,1
17,1
17,1
17,1
16,1.3
17,1.4
17,1.4
17,1
17,1.4
17,1.1
17,1
17,1.2
17,1.6
17,1
17,1
17,1
17,1.1
16,1.2
17,1.2
17,1.3
17,1
17,5.4
17,1.4
17,1.1
17,1
17,1.1
17,1.5
17,1
17,1
16,1.5
17,1.1
17,1.2
16,1.8
17,1.4
17,1
17,1
17,1.2
17,1.2
