20,1.2
20,1.6
20,1.3
20,1.3
20,1.2
20,1.1
20,1.2
20,1.1
20,1.4
20,1.3
19,1.4
19,1.4
20,1.1
20,1.1
20,1.1
20,1.1
19,1.3
20,1.1
20,1.2
20,1.1
20,1.1
20,1
20,1.1
20,1
20,1.4
20,1.4
19,1.6
20,1.1
20,1.2
20,1.1
20,1
19,1.4
20,1.4
20,1.4
19,1.4
20,1.4
19,1.4
20,1.1
20,1.4
20,1.2
20,1.3
20,1.1
20,1.1
20,1.1
20,1.1
20,1.1
19,1.5
20,1.3
20,1.2
20,1.1
20,3.7
20,1.4
19,1.5
20,1.3
20,1.1
20,1.5
19,1.5
20,1.1
20,1.4
20,1.1
20,1.1
20,1.3
20,1.1
20,1.1
20,1.1
20,1
19,1.4
20,1.4
20,1.4
20,1.1
20,1.1
20,1.1
20,1.2
20,1.4
20,1
19,1.4
20,1.1
20,1.4
20,1.1
20,1.1
20,1.1
20,1.1
20,1.1
20,1.3
20,1.2
20,1.1
20,1.1
19,1.4
20,1.3
20,1.1
19,1.3
19,1.4
20,1.1
19,1.4
20,1.1
20,1.2
19,1.5
20,1.1
19,1.4
20,1.1
