16,3.4
16,1.4
17,1.6
16,1.2
16,1.1
16,1.2
16,1.2
16,1.2
16,1.2
17,1
16,1.2
17,0.9
17,1
17,1.5
16,2.4
16,1.3
17,1
16,1.2
17,0.9
16,1.2
16,1.2
17,0.9
16,1.2
16,1.2
17,1
16,1.2
16,1.2
17,0.9
16,1.2
17,0.9
17,1
16,1.2
17,1
16,1.2
17,1
17,1
16,1.2
16,1.2
17,1.1
16,1.2
16,1.2
17,1
16,1.2
16,1.2
16,1.2
16,1.2
16,1.1
16,1.2
16,1.2
17,1.1
16,1.2
17,1
16,1.2
16,1.2
16,1.2
17,0.9
17,0.9
17,0.9
17,0.9
16,1.2
16,1.2
17,1
17,1
17,1
17,1
16,1.2
16,1.2
17,1
16,1.2
16,1.2
16,1.2
17,1
16,1.2
16,1.2
16,1.2
16,1.2
17,0.9
16,1.2
17,0.9
16,1.2
16,1.2
17,0.9
16,1.2
16,1.2
16,1.2
16,1.2
17,0.9
16,1.2
16,1.2
16,1.2
16,1.2
17,1
16,1.2
17,1
17,0.9
16,1.2
16,1.2
17,0.9
17,1
16,1.2
